,y,x,mass,size,ecc,signal,raw_mass,ep,x_orig,y_orig,Worm,Rep,RNAi,Genotype
761,145.55035104340243,1280.3286004296745,2239.66583934054,6.5817744491672485,0.177263841819604,13.106779020329501,6460.0,0.00518919335966547,493.1491715243035,1095.2252949006288,7,1,L4440,JM149
127,167.81166959166194,1336.1035820230602,2448.8369837516425,7.21820044432159,0.10148643697741941,12.783341129944702,6366.0,0.003857826831105813,1286.1522242011094,325.17570472271694,2,1,L4440,JM149
149,177.3322404972164,1273.3001605374573,3142.4460342375833,8.247353529036486,0.06850259974794115,10.377065152543347,8114.0,0.0029686454084902466,1266.1923905240487,385.4792374571269,2,1,L4440,JM149
181,213.28467110089855,1207.0950259730191,672.6042664332082,8.448040135271146,0.17187199460983166,2.155622229755381,1460.0,0.024210638244660576,1268.2564656778713,460.78817917567267,2,1,L4440,JM149
188,181.7480008334337,1156.5574003271504,3523.038684663231,8.42299972182042,0.11373009107955602,12.482556632769533,9774.0,0.002435543535839634,1217.248886548942,491.55894531639086,2,1,L4440,JM149
231,201.24632328518464,1031.5688241445494,591.6431059435583,8.660611144273041,0.05414785242460775,2.055360730696991,1167.0,0.035348160092132715,1178.0168615488901,611.8218945941366,2,1,L4440,JM149
279,223.19895092938214,909.2439577771531,632.9007128060857,8.263463661393345,0.06111043370663507,1.9049684821094066,1221.0,0.032585468304138485,1142.179485148515,730.8217821782179,2,1,L4440,JM149
291,180.87948887029688,843.6003642380653,842.0963305914162,9.029643868342424,0.02681865569223064,2.6569297250473305,1549.0,0.022095903474131852,1074.7162757471128,770.1757352065722,2,1,L4440,JM149
311,213.56505749576354,792.5892066892608,1496.1522196988221,8.593046158676206,0.04392943607064632,4.311244459510762,3611.0,0.007307546680480551,1080.7501759088625,830.4590383648853,2,1,L4440,JM149
328,170.0657374670875,722.5000126407743,1495.600781454001,8.764008026946728,0.08081130382522944,5.213597951036271,3636.0,0.007248727189892975,1010.2213917007441,873.2419387276262,2,1,L4440,JM149
345,206.0114968175883,686.3875239635347,771.6124967533681,8.81755183564125,0.007895879303355762,2.8073219736349153,1589.0,0.021261245855936663,1025.910408004158,921.7193996881497,2,1,L4440,JM149
354,163.74480367709975,618.5867099486733,1223.9422497552937,8.698165269168234,0.014406684650577813,3.7598062146896183,2563.0,0.01107469280130514,957.5171001433545,963.0204792135982,2,1,L4440,JM149
368,211.9434798968091,615.9594614723308,1370.3741691300722,8.55840125694744,0.0614131463541111,4.160852210923178,3014.0,0.009063885181293418,999.2975563359672,987.1950175592625,2,1,L4440,JM149
