,y,x,mass,size,ecc,signal,raw_mass,ep,orig_x,orig_y,Worm,Rep,RNAi,Genotype
472,82.96129098516803,918.389259426977,3096.2666593083695,7.6422376585409895,0.04402366938552563,10.642562719532693,9820.0,0.004691892393409531,1107.4388189573754,551.1441776208835,7,2,L4440_RNAi,JM149
498,126.83949340171444,892.4085485147789,2123.9103546224164,7.911460720113184,0.07870620195417885,8.389407549181177,6981.0,0.0067141264013961454,1138.8396307331166,591.3223185265439,7,2,L4440_RNAi,JM149
540,78.90130201673469,824.3736845220219,767.6068210142229,8.088374907453126,0.03323862060866017,2.3490341137707293,1677.0,0.03447258302314632,1069.4135648263803,637.2225830627029,7,2,L4440_RNAi,JM149
595,118.6075856340251,773.0974569403445,1135.5902058571642,7.8068599195479855,0.0645763298784844,4.362491925574212,3121.0,0.01621810165677258,1087.715425531915,699.4389986491051,7,2,L4440_RNAi,JM149
658,91.59070381952529,690.2319624916147,1135.3025690269064,8.143050068631212,0.051931902946661876,3.6913393216397177,3377.0,0.014826230040145306,1032.371590237311,766.7714720040537,7,2,L4440_RNAi,JM149
690,72.75958661964319,640.1458266389391,686.8767506552451,8.006871699766837,0.0904237505403127,2.5887314723187633,1619.0,0.03610486823092583,996.5907314349525,806.5579285315466,7,2,L4440_RNAi,JM149
764,93.74209632008001,552.0720816683323,1009.7490926194464,7.7181483768080374,0.05021177968331624,4.698068227541459,2556.0,0.020456579841709777,984.0519394198358,896.2241371124721,7,2,L4440_RNAi,JM149
819,69.56257411353135,478.7791508874185,643.6353471731799,8.186458282461782,0.049129074670648136,2.301094642061123,1267.0,0.050664041725236336,934.8372560703114,955.6751079994042,7,2,L4440_RNAi,JM149
873,108.97730782590793,420.948286065612,789.2754622269651,8.11686910944988,0.06053989159830804,3.1640051328340437,1937.0,0.02866353035072062,950.480138483965,1023.8896987366375,7,2,L4440_RNAi,JM149
896,96.27142796808471,385.0557850182437,851.0215017889386,8.018437940344402,0.1238530529111311,3.451641963091684,2379.0,0.02228074639207341,925.5736255069851,1052.6885984677783,7,2,L4440_RNAi,JM149
975,126.57586071692276,309.12002698059996,1128.399285100723,7.585079781789834,0.07292699223221533,4.218673510445392,2894.0,0.017690755653346345,926.1375223043589,1134.4460446936869,7,2,L4440_RNAi,JM149
993,100.51258924955505,270.34447361733896,848.9121650337158,7.589790796061993,0.08657633221745839,3.6913393216397177,1883.0,0.029703100212764705,887.7410774791055,1161.0646600406596,7,2,L4440_RNAi,JM149
1029,140.2853633851364,240.0521563805495,801.1644512109476,7.098862495601,0.24529495812823723,4.2666129821549985,1888.0,0.02960368655736783,913.748025370991,1203.7628650071804,7,2,L4440_RNAi,JM149
1036,112.5793317536154,212.4967510266207,1105.3403992084022,7.0176235254169494,0.20183281999113784,5.513039246604773,2750.0,0.018772063492234647,877.908487661014,1219.33373812725,7,2,L4440_RNAi,JM149
382,154.5966902260398,551.2302821500014,2269.7548415022657,7.7285418002518345,0.014602378447322715,7.724138335535778,9279.0,0.004519984015126424,663.4487319859143,477.2481579025242,2,2,L4440_RNAi,JM149
418,129.72219619865004,627.5490321203612,2486.5680462597393,5.997417576308501,0.022053656214263504,17.127437178796725,10272.0,0.004065192206952421,730.9662623916156,520.6610032143918,2,2,L4440_RNAi,JM149
471,155.3739744254886,700.4851997722661,2750.129079552282,7.444467753595722,0.049574524502486055,10.880960090059096,9120.0,0.004602429440683744,757.1945536695567,593.3918427158383,2,2,L4440_RNAi,JM149
473,117.77356446200412,726.4115646932687,1580.4930362912382,7.758224485783838,0.045814827355881785,8.261469698007833,5467.0,0.00792246245997187,802.7185414984489,589.7130168713612,2,2,L4440_RNAi,JM149
508,144.6277107030627,786.0767348719294,860.3346777380676,8.213940040703429,0.023161940611236737,2.7538232326692773,2195.0,0.02238796312332493,819.6262003278945,652.9206807713326,2,2,L4440_RNAi,JM149
532,123.17669897726205,835.2204234836097,856.7076910413813,8.089396634280165,0.12234146787795955,3.626986696686365,2344.0,0.020669368455142074,867.3128969031752,677.4406115248922,2,2,L4440_RNAi,JM149
